"customerkey","geographykey","customeralternatekey","birthdate","maritalstatus","gender","yearlyincome","totalchildren","englisheducation","englishoccupation","numbercarsowned","datefirstpurchase","commutedistance","fullname","customerage","city","stateprovincename","englishcountryregionname","postalcode"
15609,222,"AW00015609","1985-08-11","S","M","20000.00",0,"Partial High School","Manual",2,"2022-08-15","0-1 Miles","Karl C Sharma",38,"Pantin","Seine Saint Denis","France","93500"
15610,273,"AW00015610","1986-04-11","S","F","30000.00",0,"Partial College","Clerical",1,"2022-09-18","2-5 Miles","Jessica A Gonzales",38,"Watford","England","United Kingdom","WA3"
15611,215,"AW00015611","1984-02-08","S","F","30000.00",0,"High School","Manual",1,"2022-06-14","2-5 Miles","Michele Patel",40,"Colombes","Hauts de Seine","France","92700"
15612,259,"AW00015612","1983-10-05","S","M","30000.00",0,"High School","Manual",1,"2022-05-08","1-2 Miles","Damien Ma",40,"Milton Keynes","England","United Kingdom","MK8 8DF"
15613,221,"AW00015613","1984-03-14","S","F","30000.00",0,"High School","Manual",1,"2022-05-23","1-2 Miles","Melinda Moreno",40,"Drancy","Seine Saint Denis","France","93700"
15614,262,"AW00015614","1980-05-13","M","F","40000.00",1,"Bachelors","Skilled Manual",0,"2020-10-13","1-2 Miles","Faith S Simmons",44,"Oxford","England","United Kingdom","OX1"
15615,259,"AW00015615","1984-08-12","S","F","30000.00",0,"High School","Manual",1,"2022-03-26","2-5 Miles","Erika Alvarez",39,"Milton Keynes","England","United Kingdom","MK8 8DF"
15616,183,"AW00015616","1984-05-14","S","F","30000.00",0,"High School","Manual",1,"2022-09-21","1-2 Miles","Janet K Alonso",40,"Orleans","Loiret","France","45000"
15617,197,"AW00015617","1984-08-02","S","F","30000.00",0,"High School","Manual",1,"2022-02-01","2-5 Miles","Dawn A Chande",39,"Paris","Seine (Paris)","France","75008"
15618,162,"AW00015618","1978-08-26","M","M","40000.00",1,"Bachelors","Skilled Manual",1,"2022-04-01","1-2 Miles","Gabriel Sharma",45,"Werne","Nordrhein-Westfalen","Germany","59368"
15619,236,"AW00015619","1978-09-23","M","M","40000.00",1,"Bachelors","Skilled Manual",1,"2020-10-13","0-1 Miles","Levi Subram",45,"Cheltenham","England","United Kingdom","GL50"
15620,256,"AW00015620","1978-11-16","S","F","50000.00",0,"Graduate Degree","Skilled Manual",0,"2020-10-05","0-1 Miles","Dominique S Subram",45,"London","England","United Kingdom","W1X3SE"
15621,268,"AW00015621","1979-03-26","S","F","50000.00",0,"Graduate Degree","Skilled Manual",0,"2020-10-07","1-2 Miles","Kelli T Wu",45,"Liverpool","England","United Kingdom","L4 4HB"
15622,144,"AW00015622","1978-04-14","S","M","30000.00",0,"High School","Manual",1,"2021-01-14","1-2 Miles","Yvonne Schleger",46,"Essen","Hamburg","Germany","45001"
15623,195,"AW00015623","1978-04-10","M","F","40000.00",1,"Bachelors","Skilled Manual",1,"2021-08-25","0-1 Miles","Molly A Madan",46,"Paris","Seine (Paris)","France","75006"
15624,217,"AW00015624","1983-08-08","M","M","40000.00",1,"Bachelors","Skilled Manual",1,"2021-08-17","0-1 Miles","Tyrone Rubio",40,"Paris La Defense","Hauts de Seine","France","92081"
15625,142,"AW00015625","1978-04-16","M","M","40000.00",1,"Partial College","Clerical",1,"2021-02-08","1-2 Miles","Clinton Alvarez",46,"Bonn","Hamburg","Germany","53001"
15626,155,"AW00015626","1983-07-20","M","M","40000.00",1,"Partial College","Clerical",1,"2021-02-28","1-2 Miles","Eduardo F White",40,"Bottrop","Nordrhein-Westfalen","Germany","46236"
15627,146,"AW00015627","1978-06-23","S","M","40000.00",2,"Partial College","Clerical",0,"2021-02-17","1-2 Miles","Troy Srini",46,"Frankfurt am Main","Hamburg","Germany","60355"
15628,161,"AW00015628","1922-04-10","M","F","40000.00",1,"Bachelors","Skilled Manual",1,"2022-10-17","0-1 Miles","Brianna T Sandberg",102,"Solingen","Nordrhein-Westfalen","Germany","42651"
15629,162,"AW00015629","1977-03-31","S","F","10000.00",0,"Partial High School","Manual",2,"2022-12-31","1-2 Miles","Meghan A Ruiz",47,"Werne","Nordrhein-Westfalen","Germany","59368"
15630,260,"AW00015630","1976-10-30","S","F","20000.00",0,"Partial High School","Manual",2,"2020-10-24","1-2 Miles","Nichole C Tang",47,"Milton Keynes","England","United Kingdom","MK8 8ZD"
15631,263,"AW00015631","1977-05-11","S","M","20000.00",0,"Partial High School","Manual",2,"2020-10-24","1-2 Miles","Clayton Andersen",47,"Oxford","England","United Kingdom","OX14 4SE"
15632,245,"AW00015632","1976-07-08","M","F","20000.00",0,"Partial High School","Manual",2,"2020-11-09","0-1 Miles","Gloria P Carlson",48,"London","England","United Kingdom","E17 6JF"
15633,128,"AW00015633","1977-02-08","S","F","20000.00",0,"Partial High School","Manual",2,"2022-05-21","0-1 Miles","Ashlee D Shan",47,"Dresden","Hessen","Germany","01071"
15634,271,"AW00015634","1982-05-23","S","M","30000.00",0,"High School","Manual",1,"2022-06-18","2-5 Miles","Dalton L Kelly",42,"Warrington","England","United Kingdom","WA1"
15635,261,"AW00015635","1977-02-20","S","F","30000.00",0,"High School","Manual",1,"2022-05-13","2-5 Miles","Sheila Martin",47,"Newcastle upon Tyne","England","United Kingdom","NT20"
15636,127,"AW00015636","1975-11-22","S","M","40000.00",2,"Partial College","Clerical",1,"2022-06-11","1-2 Miles","David P White",48,"Darmstadt","Hessen","Germany","64283"
15637,179,"AW00015637","1977-01-19","S","M","40000.00",2,"Partial College","Clerical",1,"2021-08-04","1-2 Miles","Russell A Sharma",47,"Saint Ouen","Charente-Maritime","France","17490"
15638,259,"AW00015638","1947-01-23","M","F","30000.00",1,"Bachelors","Clerical",0,"2020-11-19","0-1 Miles","Rosa J He",77,"Milton Keynes","England","United Kingdom","MK8 8DF"
15639,21,"AW00015639","1985-08-30","M","F","10000.00",0,"Partial College","Manual",1,"2022-04-06","0-1 Miles","Melanie H Coleman",38,"Caloundra","Queensland","Australia","4551"
15640,21,"AW00015640","1985-10-14","S","M","10000.00",0,"Partial College","Manual",1,"2022-01-28","1-2 Miles","Gary Gomez",38,"Caloundra","Queensland","Australia","4551"
15641,33,"AW00015641","1983-11-01","M","M","10000.00",0,"Partial College","Manual",1,"2022-04-22","2-5 Miles","Marco L Sara",40,"Cranbourne","Victoria","Australia","3977"
15642,35,"AW00015642","1983-02-21","S","F","10000.00",0,"High School","Manual",2,"2021-10-31","0-1 Miles","Cara B Gao",41,"Melbourne","Victoria","Australia","3000"
15643,14,"AW00015643","1983-03-20","S","M","10000.00",0,"High School","Manual",2,"2021-10-30","0-1 Miles","Omar Raji",41,"Rhodes","New South Wales","Australia","2138"
15644,4,"AW00015644","1985-02-16","S","F","10000.00",1,"High School","Manual",0,"2021-11-11","1-2 Miles","Savannah F Gonzalez",39,"Goulburn","New South Wales","Australia","2580"
15645,10,"AW00015645","1984-09-08","M","M","20000.00",0,"Bachelors","Clerical",0,"2021-11-02","0-1 Miles","Javier Gill",39,"Newcastle","New South Wales","Australia","2300"
15646,31,"AW00015646","1984-05-02","S","F","10000.00",1,"High School","Manual",0,"2021-11-15","2-5 Miles","Emma A Kelly",40,"Hobart","Tasmania","Australia","7001"
15647,23,"AW00015647","1984-05-19","M","F","20000.00",0,"Bachelors","Clerical",0,"2021-11-06","0-1 Miles","Dawn He",40,"Gold Coast","Queensland","Australia","4217"
15648,34,"AW00015648","1984-03-03","M","M","20000.00",0,"Bachelors","Clerical",0,"2021-10-28","0-1 Miles","Edgar A Gonzalez",40,"Geelong","Victoria","Australia","3220"
15649,160,"AW00015649","1954-04-07","M","F","30000.00",1,"Bachelors","Clerical",0,"2021-02-10","0-1 Miles","Melinda T Jimenez",70,"Paderborn","Nordrhein-Westfalen","Germany","33098"
15650,208,"AW00015650","1972-01-31","S","M","20000.00",1,"Partial College","Manual",0,"2022-12-14","0-1 Miles","Ronnie Li",52,"Saint Germain en Laye","Yveline","France","78100"
15651,212,"AW00015651","1972-07-09","S","F","20000.00",1,"Partial College","Manual",0,"2021-08-13","1-2 Miles","Ann T Lopez",52,"Morangis","Essonne","France","91420"
15652,229,"AW00015652","1966-11-22","M","F","30000.00",4,"Graduate Degree","Clerical",0,"2020-11-17","0-1 Miles","Barbara M Wang",57,"Berks","England","United Kingdom","SL4 1RH"
15653,254,"AW00015653","1977-12-01","S","M","30000.00",3,"Graduate Degree","Clerical",0,"2020-11-09","0-1 Miles","Gerald E Madan",46,"London","England","United Kingdom","W1N 9FA"
15654,200,"AW00015654","1965-09-09","S","M","10000.00",1,"High School","Manual",1,"2022-06-10","2-5 Miles","Levi Fernandez",58,"Paris","Seine (Paris)","France","75012"
15655,144,"AW00015655","1971-10-30","M","F","20000.00",1,"Partial College","Manual",0,"2021-02-22","1-2 Miles","Deanna Gomez",52,"Essen","Hamburg","Germany","45001"
15656,178,"AW00015656","1965-12-13","S","M","20000.00",1,"Partial College","Manual",0,"2021-02-10","1-2 Miles","Darryl Zhao",58,"Sulzbach Taunus","Saarland","Germany","66272"
15657,271,"AW00015657","1965-12-18","M","M","30000.00",3,"Graduate Degree","Clerical",0,"2020-11-05","0-1 Miles","Marcus A Hayes",58,"Warrington","England","United Kingdom","WA1"
15658,184,"AW00015658","1965-02-12","S","F","10000.00",1,"High School","Manual",1,"2022-09-01","2-5 Miles","Victoria Rogers",59,"Metz","Moselle","France","57000"
15659,127,"AW00015659","1964-08-13","M","F","20000.00",2,"Partial College","Manual",1,"2021-02-16","0-1 Miles","Angela J Rivera",59,"Darmstadt","Hessen","Germany","64283"
15660,250,"AW00015660","1965-03-01","M","F","20000.00",2,"Partial College","Manual",1,"2020-12-17","0-1 Miles","April Jai",59,"London","England","United Kingdom","SW6 SBY"
15661,269,"AW00015661","1965-02-16","M","M","30000.00",3,"Graduate Degree","Clerical",0,"2020-12-06","0-1 Miles","Brandon J Robinson",59,"Stoke-on-Trent","England","United Kingdom","AS23"
15662,279,"AW00015662","1965-11-21","M","F","30000.00",3,"Bachelors","Clerical",0,"2020-12-06","0-1 Miles","Megan M Richardson",58,"York","England","United Kingdom","YO15"
15663,196,"AW00015663","1965-01-05","M","F","30000.00",0,"Bachelors","Clerical",0,"2021-08-18","0-1 Miles","Mandy A Chen",59,"Paris","Seine (Paris)","France","75007"
15664,172,"AW00015664","1970-04-22","S","F","30000.00",0,"Bachelors","Clerical",0,"2021-02-01","0-1 Miles","Jill Vazquez",54,"Offenbach","Saarland","Germany","63009"
15665,198,"AW00015665","1965-01-02","M","F","30000.00",0,"Bachelors","Clerical",0,"2021-08-13","0-1 Miles","Kristi P Sai",59,"Paris","Seine (Paris)","France","75009"
15666,205,"AW00015666","1981-10-18","S","F","10000.00",2,"High School","Manual",0,"2021-08-20","0-1 Miles","Bianca B Liang",42,"Lieusaint","Seine et Marne","France","77127"
15667,151,"AW00015667","1976-03-16","M","M","30000.00",0,"Bachelors","Clerical",0,"2021-01-29","0-1 Miles","Hector Ramos",48,"Paderborn","Hamburg","Germany","33041"
15668,273,"AW00015668","1981-02-23","M","M","40000.00",0,"Graduate Degree","Clerical",0,"2020-12-24","0-1 Miles","Erick E Fernandez",43,"Watford","England","United Kingdom","WA3"
15669,279,"AW00015669","1981-04-20","M","F","40000.00",0,"Graduate Degree","Clerical",0,"2020-12-08","0-1 Miles","Paul J Suurs",43,"York","England","United Kingdom","YO15"
15670,183,"AW00015670","1975-01-31","M","M","20000.00",0,"Partial College","Manual",1,"2022-12-17","1-2 Miles","Sergio S Sánchez",49,"Orleans","Loiret","France","45000"
15671,268,"AW00015671","1974-11-24","S","M","20000.00",0,"Partial College","Manual",1,"2022-02-28","0-1 Miles","Lawrence Torres",49,"Liverpool","England","United Kingdom","L4 4HB"
15672,160,"AW00015672","1974-07-19","S","M","20000.00",0,"Partial College","Manual",1,"2022-12-24","2-5 Miles","Kelvin E Nara",49,"Paderborn","Nordrhein-Westfalen","Germany","33098"
15673,209,"AW00015673","1980-06-04","S","M","20000.00",0,"Partial College","Manual",1,"2022-04-10","0-1 Miles","Jon Goel",44,"Versailles","Yveline","France","78000"
15674,117,"AW00015674","1975-01-05","S","M","30000.00",0,"Bachelors","Clerical",0,"2021-03-13","0-1 Miles","Tommy A Raheem",49,"Erlangen","Bayern","Germany","91054"
15675,120,"AW00015675","1975-04-15","M","M","40000.00",0,"Graduate Degree","Clerical",0,"2021-03-09","0-1 Miles","Jay A Alonso",49,"Hof","Bayern","Germany","95010"
15676,224,"AW00015676","1974-10-05","S","M","40000.00",0,"Graduate Degree","Clerical",0,"2021-08-24","0-1 Miles","Todd Wang",49,"Tremblay-en-France","Seine Saint Denis","France","93290"
15677,220,"AW00015677","1975-02-08","M","F","40000.00",0,"Graduate Degree","Clerical",0,"2021-09-27","0-1 Miles","Alyssa C Bradley",49,"Bobigny","Seine Saint Denis","France","93000"
15678,212,"AW00015678","1980-06-04","M","F","40000.00",0,"Graduate Degree","Clerical",0,"2021-09-08","0-1 Miles","Susan Zhou",44,"Morangis","Essonne","France","91420"
15679,189,"AW00015679","1958-03-10","M","M","10000.00",3,"Partial College","Manual",2,"2022-05-11","0-1 Miles","Robert Patterson",66,"Roubaix","Nord","France","59100"
15681,262,"AW00015681","1960-02-07","M","F","80000.00",4,"Partial College","Professional",1,"2022-02-01","10+ Miles","Emma P Gonzales",64,"Oxford","England","United Kingdom","OX1"
15682,142,"AW00015682","1949-11-18","S","F","80000.00",5,"Bachelors","Management",2,"2023-01-11","10+ Miles","Heidi R Garcia",74,"Bonn","Hamburg","Germany","53001"
15683,156,"AW00015683","1949-12-20","S","F","90000.00",5,"Partial College","Professional",2,"2022-03-13","10+ Miles","Jessie Carlson",74,"Braunschweig","Nordrhein-Westfalen","Germany","38001"
15684,168,"AW00015684","1955-07-07","S","M","90000.00",5,"Partial College","Professional",2,"2021-03-09","2-5 Miles","Tyrone Suarez",69,"Kiel","Saarland","Germany","24044"
15685,172,"AW00015685","1949-12-07","M","F","110000.00",3,"Bachelors","Management",4,"2021-03-25","5-10 Miles","Robin Vazquez",74,"Offenbach","Saarland","Germany","63009"
15686,244,"AW00015686","1949-12-31","M","M","130000.00",3,"Bachelors","Management",4,"2022-02-26","0-1 Miles","Pedro A Vazquez",74,"London","England","United Kingdom","C2H 7AU"
15687,211,"AW00015687","1950-12-16","M","M","70000.00",5,"High School","Professional",2,"2021-09-14","10+ Miles","Jay Suri",73,"Les Ulis","Essonne","France","91940"
15688,196,"AW00015688","1950-11-04","M","M","70000.00",5,"High School","Professional",2,"2021-09-08","2-5 Miles","Chase J Gray",73,"Paris","Seine (Paris)","France","75007"
15689,158,"AW00015689","1950-07-06","S","F","90000.00",5,"Partial College","Professional",2,"2022-05-04","10+ Miles","Stacey Wang",74,"Leipzig","Nordrhein-Westfalen","Germany","04139"
15690,267,"AW00015690","1951-12-10","S","M","160000.00",3,"Bachelors","Management",4,"2022-10-21","0-1 Miles","Clifford R Perez",72,"Runcorn","England","United Kingdom","TY31"
15691,273,"AW00015691","1959-12-15","M","M","90000.00",3,"High School","Professional",2,"2020-12-27","10+ Miles","Julian J Henderson",64,"Watford","England","United Kingdom","WA3"
15692,262,"AW00015692","1959-10-12","M","M","90000.00",3,"High School","Professional",2,"2020-11-30","2-5 Miles","Ryan J Garcia",64,"Oxford","England","United Kingdom","OX1"
15693,127,"AW00015693","1960-01-16","S","F","90000.00",3,"High School","Professional",2,"2021-03-28","10+ Miles","Isabel Barnes",64,"Darmstadt","Hessen","Germany","64283"
15694,236,"AW00015694","1959-01-18","M","F","80000.00",4,"Partial College","Professional",2,"2022-09-15","2-5 Miles","Stephanie Diaz",65,"Cheltenham","England","United Kingdom","GL50"
15695,261,"AW00015695","1959-12-16","M","M","150000.00",3,"Partial High School","Professional",2,"2020-11-29","0-1 Miles","Bruce Gomez",64,"Newcastle upon Tyne","England","United Kingdom","NT20"
15696,222,"AW00015696","1958-12-03","M","M","100000.00",3,"Bachelors","Management",3,"2022-06-27","10+ Miles","Damien A Sun",65,"Pantin","Seine Saint Denis","France","93500"
15697,121,"AW00015697","1959-01-03","M","F","110000.00",2,"Partial College","Professional",2,"2021-03-16","10+ Miles","Julia Morris",65,"Ingolstadt","Bayern","Germany","85049"
15698,162,"AW00015698","1958-08-31","S","F","120000.00",3,"Bachelors","Management",3,"2022-11-11","10+ Miles","Susan D Wang",65,"Werne","Nordrhein-Westfalen","Germany","59368"
15699,276,"AW00015699","1959-03-11","M","M","170000.00",0,"Bachelors","Management",3,"2021-01-05","0-1 Miles","Jonathon F Hernandez",65,"Woolston","England","United Kingdom","WA1 4SY"
15700,193,"AW00015700","1958-05-19","M","M","80000.00",4,"Partial College","Professional",2,"2021-09-27","2-5 Miles","Eugene R Guo",66,"Paris","Seine (Paris)","France","75003"
15701,236,"AW00015701","1958-03-27","M","F","130000.00",4,"Partial College","Professional",3,"2022-03-29","10+ Miles","Jillian R Kapoor",66,"Cheltenham","England","United Kingdom","GL50"
15702,240,"AW00015702","1958-02-15","M","F","130000.00",4,"High School","Professional",3,"2021-01-09","0-1 Miles","Ruth Mehta",66,"High Wycombe","England","United Kingdom","HP10 9QY"
15703,142,"AW00015703","1962-05-02","M","F","80000.00",5,"High School","Professional",2,"2022-01-28","10+ Miles","Alison Chande",62,"Bonn","Hamburg","Germany","53001"
15704,134,"AW00015704","1956-09-10","S","M","90000.00",4,"High School","Professional",3,"2022-08-19","10+ Miles","Peter E Luo",67,"München","Hessen","Germany","80074"
15705,117,"AW00015705","1955-09-19","M","M","100000.00",3,"Partial College","Management",4,"2022-05-20","10+ Miles","Gabriel Simmons",68,"Erlangen","Bayern","Germany","91054"
15706,210,"AW00015706","1955-05-25","M","F","90000.00",4,"High School","Management",3,"2022-03-12","10+ Miles","Tina L Arthur",69,"Saint Ouen","Somme","France","80610"
15707,121,"AW00015707","1960-09-11","M","F","120000.00",4,"Partial College","Management",3,"2022-09-12","10+ Miles","Robin Rubio",63,"Ingolstadt","Bayern","Germany","85049"
15708,150,"AW00015708","1960-07-17","M","F","120000.00",4,"High School","Management",3,"2022-02-23","10+ Miles","Nina Jai",63,"München","Hamburg","Germany","80074"
